"desc_archivo","nro_veces",,,,
DISPONIBILIDAD PRESUPUESTARIA IVA,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA PAPP Y PAC SIE 753.pdf,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA.pdf,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA SIE206,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUESTARIA SIE 694.pdf,1,,,,
,,,,,
DISPONIBILIDAD PRESUPUETARIA,1,,,,
,,,,,
disponibilidad_presupuetaria0362702001655385388,1,,,,
,,,,,
disponibilidad_presupuetaria_respuesta,1,,,,
,,,,,
DISPONIBILIDAD PRSUPUESTARIA,1,,,,
,,,,,
DISPONIBLIDAD PRESUPUESTARIA SIE-HTMC-198-2018,1,,,,
,,,,,
DISPONIENDO ELABORACION RESOLUCION DE ADJUDICACION,1,,,,
,,,,,
DISPONILIDAD,1,,,,
,,,,,
Disposcion del Alcalde,1,,,,
,,,,,
DISPOSICION 1 PARA DECLARAR DESIERTO POR LA MAXIMA AUTORIDAD DEL DISTRITO,1,,,,
,,,,,
DISPOSICION 2 DE DECLARACI�N DE DESIERTO ZONAL,1,,,,
,,,,,
DISPOSICION 2 PARA DECLARAR DESIERTO POR LA MAXIMA AUTORIDAD DEL DISTRITO,1,,,,
,,,,,
DISPOSICION ALCALDIA,1,,,,
,,,,,
DISPOSICION AUTORIZACION ACTA PARA RESOLUCION DE DECLARATORIA DE PROCEDIMIENTO DESIERTO DEL PROCESO,1,,,,
,,,,,
DISPOSICION CANCELAR PROCESO,1,,,,
,,,,,
DISPOSICI�N CGA,1,,,,
,,,,,
DISPOSICI�N CONTINUAR CON EL PROCESO,1,,,,
,,,,,
DISPOSICION DE ARCHIVO PROCESO,1,,,,
,,,,,
disposicion de cierre,1,,,,
,,,,,
DISPOSICION DECLARACION DE DESIERTO,1,,,,
,,,,,
DISPOSICION DECLARACION DE DESIERTO DEL PROCESO,1,,,,
,,,,,
DISPOSICION DECLARACION DESIERTO DEL PROCESO,1,,,,
,,,,,
disposicion declaratoria desierto,1,,,,
,,,,,
DISPOSICI�N DE DECLARACION DE DESIERTO DE LA ZONAL 5,1,,,,
,,,,,
Disposicion de declarar desierto,1,,,,
,,,,,
DISPOSICION DE DECLARAR DESIERTO EL PROCEDIMIENTO,1,,,,
,,,,,
DISPOSICION DE DECLARAR DESIERTO PROCESO,1,,,,
,,,,,
DISPOSICION DE DECLARATORIA DE DESIERTO,1,,,,
,,,,,
Disposici�n de declaratoria de desierto,1,,,,
,,,,,
DISPOSICION DE DECLARATORIA DE DESIERTO Y REAPERTURA DEL PROCESO,1,,,,
,,,,,
Disposici�n de Declaratoria Desierto,1,,,,
,,,,,
DISPOSICION DE DESIERTA,1,,,,
,,,,,
DISPOSICION DE DESIERTO DE PROCESO,1,,,,
,,,,,
DISPOSICION DE ELABORACION DE RESOLUCION DE DECLARATORIA DESIERTO,1,,,,
,,,,,
DISPOSICION DE GERENCIA ANTE INFORME DE RECOMENDACION,1,,,,
,,,,,
DISPOSICION DEL ALCALDE DE DECLARACION DE DESIERTO,1,,,,
,,,,,
DISPOSICION DE LA MAXIMA AUTORIDAD,1,,,,
,,,,,
Disposicion de la maxima autoridad para declarar desierto,1,,,,
,,,,,
DISPOSICION DE LA MAXIMA AUTORIDAD PARA DECLARAR DESIERTO,1,,,,
,,,,,
DISPOSICION DE LA MINISTRA DE SALUD,1,,,,
,,,,,
DISPOSICION DE PUBLICACION - DECLARAR DESIERTO,1,,,,
,,,,,
DISPOSICION DE PUBLICACION DEL PROCESO,1,,,,
,,,,,
disposicion de publicacion de resolucion,1,,,,
,,,,,
Disposici�n de Publicaci�n Desierto,1,,,,
,,,,,
Disposici�n de Publicaci�n Resoluci�n Desierto,1,,,,
,,,,,
DISPOSICION DE REGISTRO DE AVAL,1,,,,
,,,,,
DISPOSICION DE REINICIO DE PROCESO SIE-002,1,,,,
,,,,,
DISPOSICION DE RESOLUCION DE INICIO,1,,,,
,,,,,
DISPOSICION DE RESOLUCION DE INICIO DE PROCESO,1,,,,
,,,,,
DISPOSICION DE RESOLUCION DE INICIO DE PROCESO Y APROBACION DE PLIEGO,1,,,,
,,,,,
DISPOSICION DESIERTO,1,,,,
,,,,,
DISPOSICION DE TRAMITE ESPE-SL-DIR-2022-2555-M,1,,,,
,,,,,
Disposicion elaborar resolucion,1,,,,
,,,,,
DISPOSICIONES DESIERTO,1,,,,
,,,,,
DISPOSICION LEVANTAMIENTO,1,,,,
,,,,,
DISPOSICION MESA TECNICA,1,,,,
,,,,,
disposicion para cierre,1,,,,
,,,,,
DISPOSICION .pdf,1,,,,
,,,,,
DISPOSICION PRECIOS BAJOS,1,,,,
,,,,,
DISPOSICION PRESIDENCIAL,1,,,,
,,,,,
DISPOSICION PUBLICACION,1,,,,
,,,,,
Disposici�n Publicaci�n,1,,,,
,,,,,
Disposicion publicar resolucion,1,,,,
,,,,,
Disposicion Publicar SIE-EPAPAP-002-2018,1,,,,
,,,,,
DISPOSICION REALIZAR ACCIONES PERTINENTES,1,,,,
,,,,,
disposicion realizar resolucion desierto,1,,,,
,,,,,
DISPOSICION RESOLUCION DESIERTO,1,,,,
,,,,,
DISPOSICI�N REVISI�N DE OFICIO,1,,,,
,,,,,
DISPOSICI�N SERCOP,1,,,,
,,,,,
DISPOSICION SUSPENCION,1,,,,
,,,,,
DISP PRESUPUESTARIA,1,,,,
,,,,,
DISTRIBUCION DE BODEGA,1,,,,
,,,,,
DISTRIBUCION EN BODEGAS,1,,,,
,,,,,
DISTRIBUCI�N EN BODEGAS SECCIONADOR FUSIBLE SC 22942,1,,,,
,,,,,
DISTRIBUIDOR EXCLUSIVO,1,,,,
,,,,,
Distributivo X Progrmas para EPPs 2021_Subasta_Inversa-signed,1,,,,
,,,,,
DISTRO 2_10-11-2020-121740-100-200_compressed,1,,,,
,,,,,
DISTRO 2_10-11-2020-121740-1-99_compressed,1,,,,
,,,,,
DISTRO 3_10-11-2020-122121_compressed,1,,,,
,,,,,
DISTRO 4_10-11-2020-123055_compressed,1,,,,
,,,,,
DISTRO 6_10-11-2020-123537_compressed,1,,,,
,,,,,
DISTRO 7_10-11-2020-123751_compressed,1,,,,
,,,,,
DISTRO7_10-11-2020-131415_compressed,1,,,,
,,,,,
Dlaratoria Desierta,1,,,,
,,,,,
dlecaraci�n de desierto,1,,,,
,,,,,
DLECARATORIA DE DESIERTO,1,,,,
,,,,,
Dleclaracion de desierto,1,,,,
,,,,,
DLEGACION DE LA AB ESTRADA,1,,,,
,,,,,
DM 06-0391.pdf,1,,,,
,,,,,
DM-1571-10-08 HARMONIC,1,,,,
,,,,,
DM-2022-106-M - Solic Contratacion panales-signed,1,,,,
,,,,,
DNCP-000515-2021-CELEC EP TERMOPICHINCHA-DJV-INFORME FAVORABLE,1,,,,
,,,,,
DNCP-000696-GADM GUAYAQUIL-FAVO- JPEC,1,,,,
,,,,,
DNCP001418-GADMGYE-FAV-SJDV,1,,,,
,,,,,
DNE RECLAMO,1,,,,
,,,,,
dnsc-sdncp-gcp-p01-s02-f19_informe_de__declaratoria_de_desierto,1,,,,
,,,,,
dnsc sdncp gcp p01 s02 f19 informe de recomendacion declaratoria de desierto signed.pdf,1,,,,
,,,,,
Doc1,1,,,,
,,,,,
DOC2,1,,,,
,,,,,
DOC3,1,,,,
,,,,,
Doc acta 057,1,,,,
,,,,,
DOC AUTORIZACIONES,1,,,,
,,,,,
DOC DE NEGOCIACION,1,,,,
,,,,,
doc de respaldo,1,,,,
,,,,,
DOC DESCARGO RECLAMO SIE-HTMC-124-2019,1,,,,
,,,,,
DOC DESIERTO,1,,,,
,,,,,
DOC ESTADO PROCESO,1,,,,
,,,,,
DOC HABIILITANTES,1,,,,
,,,,,
DOC HABILITANTES CP PAC PAPP CATALOGO INFORMES MEMOS,1,,,,
,,,,,
DOC HABILITANTES DE PROVEEDORES PARTE1,1,,,,
,,,,,
DOC HABILITANTES DE PROVEEDORES PARTE2,1,,,,
,,,,,
DOC HABILITANTES PAC Y CATALOGO,1,,,,
,,,,,
DOC HABILITANTES Y ESTUDIO DE MERCADO,1,,,,
,,,,,
DOC HANILITANTES Y DE AUTORIZACION,1,,,,
,,,,,
DOC INICIO,1,,,,
,,,,,
DOCMUENTO,1,,,,
,,,,,
DOC PROVEEDOR HABILITADO,1,,,,
,,,,,
DOC REFORMA SIE-HTMC-074-2018,1,,,,
,,,,,
DOC_RELEV,1,,,,
,,,,,
DOC RELEVANTE 1,1,,,,
,,,,,
DOC RELEVANTE 2,1,,,,
,,,,,
DOC RELEVANTE 3,1,,,,
,,,,,
DOC RELEVANTE SIE 017,1,,,,
,,,,,
DOC SECREATARIA CONVALIDACION,1,,,,
,,,,,
DOC SECRETARIA CONVALIDACION,1,,,,
,,,,,
DOC SECRETARIA CONVALIDACION DE ERRORES,1,,,,
,,,,,
DOC SECRETARIA SIE-HTMC-198-2018,1,,,,
,,,,,
DOC SECRETARIA SIE-HTMC-225-2018,1,,,,
,,,,,
DOC SECRETARIA SIE-HTMC-229-2018,1,,,,
,,,,,
Doc Sercop,1,,,,
,,,,,
DOC SERCOP,1,,,,
,,,,,
Doc SOCE,1,,,,
,,,,,
DOC TERMINOS REFERENCIA,1,,,,
,,,,,
DOCTOS REFERENTES AL REGISTRO SANITARIO,1,,,,
,,,,,
DOCUEMENTACON1,1,,,,
,,,,,
DOCUEMNTACION DE RESPALDO PARA DECLARAR DESIERTO,1,,,,
,,,,,
DOCUEMNTOS DE DESCARGO,1,,,,
,,,,,
DOCUMENTACI�N,1,,,,
,,,,,
DOCUMENTACION ANEXADA 1ERA PARTE,1,,,,
,,,,,
DOCUMENTACION ANEXO 1,1,,,,
,,,,,
DOCUMENTACION ANEXO 10,1,,,,
,,,,,
DOCUMENTACION ANEXO 11,1,,,,
,,,,,
DOCUMENTACION ANEXO 12,1,,,,
,,,,,
DOCUMENTACION ANEXO 2,1,,,,
,,,,,
DOCUMENTACION ANEXO 3,1,,,,
,,,,,
DOCUMENTACION ANEXO 4,1,,,,
,,,,,
DOCUMENTACION ANEXO 5,1,,,,
,,,,,
DOCUMENTACION ANEXO 6,1,,,,
,,,,,
DOCUMENTACION ANEXO 7,1,,,,
,,,,,
DOCUMENTACION ANEXO 8,1,,,,
,,,,,
DOCUMENTACION ANEXO 9,1,,,,
,,,,,
DOCUMENTACION CONTRACTUAL RELEVANTE,1,,,,
,,,,,
DOCUMENTACION DECLARACION DESIERTO,1,,,,
,,,,,
DOCUMENTACION DECLARATORIA DE DESIERTO,1,,,,
,,,,,
DOCUMENTACI�N DE LOS OFERENTES,1,,,,
,,,,,
DOCUMENTACION DEL PROCESO1,1,,,,
,,,,,
DOCUMENTACION DEL PROCESO2,1,,,,
,,,,,
DOCUMENTACION DEL PROCESO3,1,,,,
,,,,,
DOCUMENTACION DEL PROCESO4,1,,,,
,,,,,
DOCUMENTACION DEL PROCESO5,1,,,,
,,,,,
DOCUMENTACION DEL PROCESO SIE 049,1,,,,
,,,,,
DOCUMENTACION DE REFORMA AL PAC,1,,,,
,,,,,
Documentaci�n de respaldo,1,,,,
,,,,,
DOCUMENTACION DE RESPALDO DE DESIERTO,1,,,,
,,,,,
DOCUMENTACION DE RESPALDO PARA DECLARATORIA DESIERTO,1,,,,
,,,,,
DOCUMENTACI�N DE RESPALDO PROCESO DESIERTO,1,,,,
,,,,,
documentacion desierto,1,,,,
,,,,,
DOCUMENTACI�N DE SUSTENTO DE DECLARATORIA DESIERTO,1,,,,
,,,,,
DOCUMENTACION ENTREGADA POR JEFATURA DE CONTRATOS,1,,,,
,,,,,
DOCUMENTACION ESCANEADA DE LA ETAPA PRECONTRACTUAL,1,,,,
,,,,,
DOCUMENTACION GRUPO N13,1,,,,
,,,,,
DOCUMENTACION HABILITANTE 1,1,,,,
,,,,,
DOCUMENTACI�N HABILITANTE 1,1,,,,
,,,,,
DOCUMENTACION HABILITANTE 2,1,,,,
,,,,,
DOCUMENTACI�N HABILITANTE 2,1,,,,
,,,,,
DOCUMENTACION HABILITANTE 3,1,,,,
,,,,,
DOCUMENTACI�N HABILITANTE 3,1,,,,
,,,,,
DOCUMENTACION HABILITANTE 4,1,,,,
,,,,,
DOCUMENTACI�N HABILITANTE 4,1,,,,
,,,,,
DOCUMENTACION HABILITANTE 5,1,,,,
,,,,,
DOCUMENTACI�N HABILITANTE 5,1,,,,
,,,,,
DOCUMENTACION HABILITANTE NEGOCIACION,1,,,,
,,,,,
DOCUMENTACI�N HABILITANTE PARA DECLARAR DESIERTO EL PROCESO SIE-721,1,,,,
,,,,,
DOCUMENTACION HABILITANTE PARA DESIERTO,1,,,,
,,,,,
DOCUMENTACION HABILITANTE PARA NEGOCIACION,1,,,,
,,,,,
DOCUMENTACION HABILITANTE PARTE 3,1,,,,
,,,,,
DOCUMENTACION HABILITANTE Y CP,1,,,,
,,,,,
DOCUMENTACION HABILITANTE Y CP1,1,,,,
,,,,,
DOCUMENTACION HABILITANTE Y CP2,1,,,,
,,,,,
"Documentaci�n Informes t�cnicos, denuncia y Notificaciones SERCOP",1,,,
,,,,,
DOCUMENTACION INICIAL,1,,,,
,,,,,
documentacion justificativa desierto,1,,,,
,,,,,
documentacion kit,1,,,,
,,,,,
DOCUMENTACION PARA DECLARAR DESIERTO,1,,,,
,,,,,
DOCUMENTACION PORTAL 02,1,,,,
,,,,,
DOCUMENTACION PRECEDENTE,1,,,,
,,,,,
DOCUMENTACION PRECONTRACTUAL,1,,,,
,,,,,
DOCUMENTACION PRELIMINAR,1,,,,
,,,,,
DOCUMENTACION PREPARATORIA,1,,,,
,,,,,
documentaci�n preparatoria,1,,,,
,,,,,
Documentaci�n preparatoria,1,,,,
,,,,,
Documentaci�n relevante,1,,,,
,,,,,
DOCUMENTACION RELEVANTE DEJANDO SIN EFECTO LA ADJUDICACION,1,,,,
,,,,,
Documentaci�n relevante del proceso,1,,,,
,,,,,
documentacion respaldo,1,,,,
,,,,,
DOCUMENTACION RESPALDO,1,,,,
,,,,,
Documentaci�n Respaldo,1,,,,
,,,,,
Documentaci�n SERCOP,1,,,,
,,,,,
DOCUMENTACION SOPORTE,1,,,,
,,,,,
DOCUMENTACION SOPORTE PARA FINALIZAR EL PROCESO,1,,,,
,,,,,
DOCUMENTACION SUSPENCION DE PROCESO,1,,,,
,,,,,
DOCUMENTACION SUSTENTO PARA LA DECLARATORIA DESIERTO,1,,,,
,,,,,
DOCUMENTASION SIE 54,1,,,,
,,,,,
documento 001,1,,,,
,,,,,
documento 002,1,,,,
,,,,,
DOCUMENTO 3 camilla,1,,,,
,,,,,
DOCUMENTO 5 camilla,1,,,,
,,,,,
DOCUMENTO ACCION DE CONTROL SERCOP,1,,,,
,,,,,
DOCUMENTO ACEPTACION,1,,,,
,,,,,
DOCUMENTO ACLARATORIO,1,,,,
,,,,,
DOCUMENTO ADJUNTO.- CERTIFICACION,1,,,,
,,,,,
DOCUMENTO AECID PARTE 2,1,,,,
,,,,,
DOCUMENTO AECID PARTE 3,1,,,,
,,,,,
DOCUMENTO ANEXO,1,,,,
,,,,,
documento area requiriente,1,,,,
,,,,,
documento area requiriente-signed,1,,,,
,,,,,
DOCUMENTO CALIFICACION,1,,,,
,,,,,
DOCUMENTO CERT PLURIANUAL,1,,,,
,,,,,
DOCUMENTO COMISION RESPUESTA OFICIO SERCOP 3104,1,,,,
,,,,,
DOCUMENTO COMPROMISO,1,,,,
,,,,,
DOCUMENTO CONTESTACION SERCOP,1,,,,
,,,,,
DOCUMENTO DE AAPROBACION SIE-REP-09-2015,1,,,,
,,,,,
DOCUMENTO DE AUTORIZACION,1,,,,
,,,,,
documento declarado desierto segun el incop,1,,,,
,,,,,
DOCUMENTO DE CONSULTA SUPER DE CIAS,1,,,,
,,,,,
DOCUMENTO DE ENCARGO MAXIMA AUTORIDAD,1,,,,
,,,,,
Documento de entregas pendientes,1,,,,
,,,,,
DOCUMENTO DE EPMAPA PARA LEVANTAMIENTO DE SUSPENSION,1,,,,
,,,,,
Documento de Habilitado en el RUP,1,,,,
,,,,,
DOCUMENTO DE IMPORAGUA,1,,,,
,,,,,
DOCUMENTO DE INICIO,1,,,,
,,,,,
DOCUMENTO DE JUSTIFICACION DE REFORMA AL PAC,1,,,,
,,,,,
DOCUMENTO DEL COPIADO DEL SISTEMA,1,,,,
,,,,,
DOCUMENTO DEL PROVEEDOR CONDICION FIRMA DEL CONTRATO,1,,,,
,,,,,
DOCUMENTO DEL SISTEMA OFICIAL DE CONTRATACION PUBLICA,1,,,,
,,,,,
DOCUMENTO DE PREGUNTAS,1,,,,
,,,,,
DOCUMENTO DE PROFESIONAL AFIN,1,,,,
,,,,,
DOCUMENTO DE PRUBA,1,,,,
,,,,,
DOCUMENTO DE REEPCI�N DE OFERTAS,1,,,,
,,,,,
DOCUMENTO DE REFORMA AL PAC,1,,,,
,,,,,
Documento de revision de pliegos,1,,,,
,,,,,
DOCUMENTO DESIGNADA REMITE INFORME FINAL,1,,,,
,,,,,
DOCUMENTO DESIGNADO REMITE INFORME FINAL AL DELEGADO,1,,,,
,,,,,
DOCUMENTO DE VERIFICACION DE PROVEEDORES,1,,,,
,,,,,
Documento de verificaci�n en el PAC,1,,,,
,,,,,
DOCUMENTO DE VERIFICACION Y CONSULTA,1,,,,
,,,,,
Documento emitido por la maxima Autoridad declarando desierto el proceso para la adquisici�n de moto,1,,,,
,,,,,
DOCUMENTO EMPRESA INFORMANDO QUE NO SE PRESENTO A LA NEGOCIACION,1,,,,
,,,,,
Documento habilitante,1,,,,
,,,,,
DOCUMENTO HABILITANTES 258,1,,,,
,,,,,
DOCUMENTO INCIDENCIA,1,,,,
,,,,,
DOCUMENTO INFORMANDO CALIFICACION,1,,,,
,,,,,
DOCUMENTO INFORMANDO DE NEGOCIACION,1,,,,
,,,,,
DOCUMENTO INFORMANDO DE PROCESO,1,,,,
,,,,,
Documento informando sobre Calificacion,1,,,,
,,,,,
DOCUMENTO INFORMANDO SOBRE PROCESO,1,,,,
,,,,,
DOCUMENTO INFORME DE EMPRESA,1,,,,
,,,,,
DOCUMENTOI WERTRANSFER,1,,,,
,,,,,
DOCUMENTO LEVANTAMIENTO DE ESTADO SERCOP,1,,,,
,,,,,
Documento Levantamiento del Sercop,1,,,,
,,,,,
DOCUMENTO MEDICAMENTO CATALOGADO,1,,,,
,,,,,
DOCUMENTO M�LTIPLE,1,,,,
,,,,,
DOCUMENTO OFERENTE,1,,,,
,,,,,
DOCUMENTO PAC,1,,,,
,,,,,
DOCUMENTO PREGUNTAS EFECTUADAS,1,,,,
,,,,,
Documento proceso desierto,1,,,,
,,,,,
DOCUMENTO PROCESO DESIERTO,1,,,,
,,,,,
DOCUMENTO PROVEEDOR,1,,,,
,,,,,
Documento proveedores 057,1,,,,
,,,,,
Documento Pro y Sercop,1,,,,
,,,,,
DOCUMENTO QUE NO HAN EXISTIDO OFERTAS,1,,,,
,,,,,
DOCUMENTO QUE NO HAN EXISTIDO PREGUNTAS,1,,,,
,,,,,
DOCUMENTO RELEVANTE-ESTUDIO DE MERCADO 2,1,,,,
,,,,,
DOCUMENTO RELEVANTE-RESOLUCION ACLARATORIA,1,,,,
,,,,,
DOCUMENTO RELEVANTE-RESUMEN DE ADJUDICACION,1,,,,
,,,,,
DOCUMENTO REMITIENDO PLIEGO 029,1,,,,
,,,,,
Documento remitiendo pliego e informe de Viabilidad,1,,,,
,,,,,
DOCUMENTO REMITIENDO PLIEGO PARA APROBACION,1,,,,
,,,,,
DOCUMENTO REMITIENDO PREGUNTAS,1,,,,
,,,,,
DOCUMENTO REQUERIMIENTO,1,,,,
,,,,,
DOCUMENTO REVISION POLITICAS DE AUSTERIDAD,1,,,,
,,,,,
documentos,1,,,,
,,,,,
documentos 1,1,,,,
,,,,,
DOCUMENTOS 1,1,,,,
,,,,,
documentos 2,1,,,,
,,,,,
DOCUMENTOS 2,1,,,,
,,,,,
documentos 3,1,,,,
,,,,,
DOCUMENTOS 3,1,,,,
,,,,,
documentos 4,1,,,,
,,,,,
DOCUMENTOS ACCION DE CONTROL,1,,,,
,,,,,
DOCUMENTOS ADICIONALES,1,,,,
,,,,,
DOCUMENTOS AECID,1,,,,
,,,,,
DOCUMENTOS AECIS PARTE 1,1,,,,
,,,,,
DOCUMENTOS ANEXOS 1ERA PARTE,1,,,,
,,,,,
DOCUMENTOS ANEXOS 5,1,,,,
,,,,,
DOCUMENTOS ANEXOS 6,1,,,,
,,,,,
DOCUMENTOS ANEXOS 7,1,,,,
,,,,,
DOCUMENTOS ANEXOS 8,1,,,,
,,,,,
DOCUMENTOS ANEXOS 9,1,,,,
,,,,,
DOCUMENTOS ANEXOS A PROFORMAS,1,,,,
,,,,,
DOCUMENTOS ANEXOS DE LA ETAPA PRECONTRACTUAL,1,,,,
,,,,,
DOCUMENTOS ANEXOS ESTUDIO DE MERCADO,1,,,,
,,,,,
DOCUMENTOS ANEXOS INFORME ECON�MICO,1,,,,
,,,,,
Documentos antecedentes 057,1,,,,
,,,,,
DOCUMENTOS ANTECEDENTES QUIPUX,1,,,,
,,,,,
DOCUMENTOS A PASAR DELEGADAS,1,,,,
,,,,,
Documentos a revisar,1,,,,
,,,,,
DOCUMENTOS A SUBIR EN QUIPUX,1,,,,
,,,,,
DOCUMENTOS CALCULO REFERENCIAL,1,,,,
,,,,,
DOCUMENTOS CALIFICACION,1,,,,
,,,,,
DOCUMENTOS CERTIFCACION LINEA POA,1,,,,
,,,,,
Documentos certificacion catalogo,1,,,,
,,,,,
DOCUMENTOS CERTIFICACION CATALOGO,1,,,,
,,,,,
Documentos certificacion de POA,1,,,,
,,,,,
Documentos certificacion PAC,1,,,,
,,,,,
DOCUMENTOS CERTIFICACION PAC,1,,,,
,,,,,
DOCUMENTOS CERTIFICACION POA,1,,,,
,,,,,
DOCUMENTOS CERTIFICACION PRESUPUESTARIA,1,,,,
,,,,,
DOCUMENTOS COMISION,1,,,,
,,,,,
DOCUMENTOS CON PRECIOS UNITARIOS,1,,,,
,,,,,
DOCUMENTOS CON VALORES,1,,,,
,,,,,
DOCUMENTOS DE ACCION DE CONTROL POR UNICA OFERTA PRESENTADA,1,,,,
,,,,,
Documentos de calificacion,1,,,,
,,,,,
DOCUMENTOS DECLATRATORIA DESIERTO,1,,,,
,,,,,
DOCUMENTOS DE CONTESTACION Y RESPUESTA AL SERCOP,1,,,,
,,,,,
DOCUMENTOS DE DECLARACI�N DESIERTO,1,,,,
,,,,,
DOCUMENTOS DE DECLARATORIA DE DESIERTO,1,,,,
,,,,,
DOCUMENTOS DE DESCARGO,1,,,,
,,,,,
Documentos de desierto,1,,,,
,,,,,
DOCUMENTOS DE DESIERTO,1,,,,
,,,,,
DOCUMENTOS DE JUSTIFICACION,1,,,,
,,,,,
DOCUMENTOS DE LA COMISI�N,1,,,,
,,,,,
DOCUMENTOS DE LA ETAPA PRECONTRACTUAL,1,,,,
,,,,,
DOCUMENTOS DE LA FASE PREPARATORIA,1,,,,
,,,,,
DOCUMENTOS DEL AREA REQUIRENTE,1,,,,
,,,,,
DOCUMENTOS DE LA REFORMA AL PAC,1,,,,
,,,,,
DOCUMENTOS DE LA VINCULACION DE LOS OFERENTES,1,,,,
,,,,,
DOCUMENTOS DEL OFERTENTE,1,,,,
,,,,,
DOCUMENTOS DE NO RECIBIR OFERTA,1,,,,
,,,,,
DOCUMENTOS DE NULIDAD DE PROCESO ADJUDICADO,1,,,,
,,,,,
DOCUMENTOS DE PAC,1,,,,
,,,,,
DOCUMENTOS DE RECEPCION,1,,,,
,,,,,
DOCUMENTOS DE RECLAMO,1,,,,
,,,,,
DOCUMENTOS DE RESOLUCION,1,,,,
,,,,,
Documentos de respaldo,1,,,,
,,,,,
DOCUMENTOS DE RESPALDO,1,,,,
,,,,,
documentos de respaldo del sercop,1,,,,
,,,,,
DOCUMENTOS DE RESPALDO SIC 2020163 FIRMADO AL 04 03 2021,1,,,,
,,,,,
Documentos Desierto 2,1,,,,
,,,,,
DOCUMENTOS DESIERTO Y ARCHIVO,1,,,,
,,,,,
DOCUMENTOS DE SOPORTE PARA DECLARAR DESIERTO,1,,,,
,,,,,
DOCUMENTOS DE SUSPENSION DEL PROCESO,1,,,,
,,,,,
DOCUMENTOS DE SUSPENSION DE SERCOP Y HUG,1,,,,
,,,,,
DOCUMENTOS DE SUSTENTO LEGAL,1,,,,
,,,,,
DOCUMENTOS DE VERIFICACI�N DE FIRMAS,1,,,,
,,,,,
DOCUMENTOS DEVOLUCION DE PROCESO,1,,,,
,,,,,
DOCUMENTOS DIRECTRICES,1,,,,
,,,,,
DOCUMENTOS DMI,1,,,,
,,,,,
DOCUMENTO SECRETARIA,1,,,,
,,,,,
Documentos emitidos en Etapa de Oferta,1,,,,
,,,,,
documentos enviados por un solo ofertante,1,,,,
,,,,,
Documento SERCOP No hay Ofertas 011-22,1,,,,
,,,,,
DOCUMENTOS ESCANEADOS CON SUMILLA,1,,,,
,,,,,
DOCUMENTOS ETAPA DE CONVALIDACI�N,1,,,,
,,,,,
Documentos etapa precontractual,1,,,,
,,,,,
Documentos etapa preparatoria,1,,,,
,,,,,
DOCUMENTOS ETAPA PREPARATORIA,1,,,,
,,,,,
DOCUMENTOS EXPEDIENTE,1,,,,
,,,,,
DOCUMENTOS FASE PREPARATORIA,1,,,,
,,,,,
DOCUMENTOS FIRMA RESOLUCION,1,,,,
,,,,,
Documentos habilitantes,1,,,,
,,,,,
DOCUMENTOS HABILITANTES 1,1,,,,
,,,,,
DOCUMENTOS HABILITANTES 119,1,,,,
,,,,,
DOCUMENTOS HABILITANTES 2,1,,,,
,,,,,
DOCUMENTOS HABILITANTES 216,1,,,,
,,,,,
DOCUMENTOS HABILITANTES 259,1,,,,
,,,,,
DOCUMENTOS HABILITANTES ACCION DE PERSONAL ORDENADOR DE GASTO,1,,,,
,,,,,
Documentos habilitantes apertura,1,,,,
,,,,,
DOCUMENTOS HABILITANTES CEDULA GG PAM,1,,,,
,,,,,
DOCUMENTOS HABILITANTES CEDULAORDENADOR DE GASTO PAM,1,,,,
,,,,,
documentos habilitantes del proceso,1,,,,
,,,,,
DOCUMENTOS HABILITANTES NOMBRAMIENTO GG PAM,1,,,,
,,,,,
DOCUMENTOS HABILITANTES PARTE 2,1,,,,
,,,,,
DOCUMENTOS HABILITANTESS,1,,,,
,,,,,
DOCUMENTOS HABILITANTES SIE048,1,,,,
,,,,,
DOCUMENTOS HABILITANTES SIE061,1,,,,
,,,,,
DOCUMENTOS HABILITANTES SIE063,1,,,,
,,,,,
DOCUMENTOS HABILITANTES Y CP,1,,,,
,,,,,
DOCUMENTOS HABILTATES,1,,,,
,,,,,
DOCUMENTOS INFORMANDO,1,,,,
,,,,,
DOCUMENTOS INFORME DE PERTINENCIA,1,,,,
,,,,,
DOCUMENTOS INICIO PROCESO,1,,,,
,,,,,
DOCUMENTOS IVVDR,1,,,,
,,,,,
DOCUMENTOS JUSTIFICATIVO DE TIEMPO,1,,,,
,,,,,
DOCUMENTOS JUSTIFICATIVOS,1,,,,
,,,,,
DOCUMENTOS MEDIO AMBIENTE,1,,,,
,,,,,
DOCUMENTOS NEGOCIACI�N,1,,,,
,,,,,
DOCUMENTO SOLICITANDO EL INICIO,1,,,,
,,,,,
Documento solicitud catalogo,1,,,,
,,,,,
DOCUMENTO SOLICITUD CPC,1,,,,
,,,,,
DOCUMENTOS OTROS,1,,,,
,,,,,
Documentos PAP,1,,,,
,,,,,
DOCUMENTOS PARA CIERRE,1,,,,
,,,,,
DOCUMENTOS PARA DECLARAR DESIERRTO EL PROCESO,1,,,,
,,,,,
documentos para declarar desierto,1,,,,
,,,,,
DOCUMENTOS PARA DECLARAR DESIERTO,1,,,,
